# M_peak (M_sun) v_peak (km/s) c_peak r_vir_peak (kpc) r_12 (pc) Prob_surv sigma_star (km/s) M_V NFW Easy_core Hard_core
9.608411777619531378e+06 4.421810269037216301e+00 1.084418348374389751e+01 3.184303070765128307e+00 1.600000000000000000e+01 7.765709513791367868e-01 7.243869858992216804e-01 6.351169323547022572e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.197120919342738111e+06 2.251352841344673728e+00 6.629290414746977333e+00 2.297622358596417946e+00 1.600000000000000000e+01 6.128214156005026281e-01 3.103003316593639926e-01 6.358889832990634261e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.544084100389681058e+06 2.875204578933395094e+00 2.251557030679264670e+01 1.777488369179481387e+00 1.600000000000000000e+01 4.676739589938995745e-01 7.169107624578131555e-01 6.343528307055218640e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.550230250197604764e+06 2.439742228838924554e+00 1.213251322238104279e+01 1.779506359387603709e+00 1.600000000000000000e+01 7.598645779587575033e-01 5.415446115522694059e-01 6.325668368125857199e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.331777480302564334e+06 2.125172467824486766e+00 1.635441774981168273e+00 3.219420552522061385e+00 1.600000000000000000e+01 7.709725863636248677e-01 1.361846228192926667e-01 6.352719677069924131e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.958561300487640128e+07 4.939121154189524354e+00 4.847443120716360632e+00 3.862353873181729735e+00 1.600000000000000000e+01 9.708090760628591553e-01 5.212220371925017082e-01 6.335619356583892525e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.057088587208258174e+07 5.046870471210710640e+00 1.600692977425265084e+01 3.264431719887403993e+00 1.600000000000000000e+01 9.717391462328605067e-01 1.008645715903653484e+00 6.360148346814098907e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.622822290748131275e+07 5.608429780273831433e+00 1.338341043680074449e+01 8.259080942336204600e+00 2.276643499480138999e+01 7.333892133219251930e-01 7.451795150314125538e-01 6.350682411387396087e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.631944501170133799e+07 6.430198127594104918e+00 1.770151317735136942e+01 3.277908842708371573e+00 1.600000000000000000e+01 9.912481992243200590e-01 1.336002244515320792e+00 6.329575987151832450e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.997404264519506134e+06 2.914921179253793238e+00 1.342812979025437592e+01 4.224590310488001599e+00 1.600000000000000000e+01 9.977140496598787545e-01 4.823267322995088979e-01 6.338137779234343405e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600556039326253813e+06 3.224486183786225979e+00 3.347655837575296545e+01 1.865213322316077393e+00 1.600000000000000000e+01 9.905893549881656934e-01 1.090218269660356842e+00 6.362142079245669102e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.500136656440110644e+06 1.065188793615640073e+01 1.409076900184780925e+03 2.770996246089351800e+00 1.600000000000000000e+01 5.330735506619445063e-01 4.191117504253980108e+00 4.496655345898822986e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.603196501004894264e+06 2.550281845874014852e+00 8.876515003779774649e-01 3.538743067107618767e+00 1.600000000000000000e+01 8.738048270404734641e-01 1.148655265460559877e-01 6.336323206346636816e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.810918634269879665e+06 5.276498587443357202e+00 2.010875184256513819e+02 2.819666152223402111e+00 1.600000000000000000e+01 8.947166804135388007e-01 2.511428245275339588e+00 6.342272743214873998e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.398231291603350081e+06 5.624657738721776212e+00 4.981800001556007373e+01 2.184767838014713526e+00 1.600000000000000000e+01 9.336442286628116038e-01 2.055816096323302755e+00 6.340683113092886458e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.798220353171787784e+07 9.170509147291504348e+00 4.241504975293442214e+01 4.697465911544210115e+00 1.600000000000000000e+01 9.980685507092854625e-01 2.363493212231873475e+00 6.126369516652895975e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
7.742904568213537335e+06 3.434284910064133722e+00 1.081659227587497218e+00 3.092214475490329573e+00 1.600000000000000000e+01 9.419984317290742704e-01 1.740145111430163594e-01 6.347780065117702541e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.028241187067267299e+07 7.849252653290664128e+00 1.977492964865117386e+01 4.341530140813439687e+00 1.600000000000000000e+01 8.817131365156636313e-01 1.491283291090568452e+00 6.342841920404894474e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.055216940804385347e+06 1.017521474270673920e+01 9.537013377900426576e+02 1.541836208761748761e+00 1.600000000000000000e+01 4.749491265783287730e-01 3.223906686520084275e+00 5.009546816401684310e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.115016072089003865e+06 3.057438066842220969e+00 3.832718687417693104e+01 1.576110103753909808e+00 1.600000000000000000e+01 7.795742701386776385e-01 1.134080096082862976e+00 6.334152832427151658e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.391693922068474814e+06 4.179655286544484483e+00 1.737782265426198691e+01 3.008116422215901142e+00 1.600000000000000000e+01 4.590359392807875083e-01 7.387962418204452320e-01 6.308266049261171737e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.164766570186782395e+06 1.846688181500807380e+00 4.282849631446348226e+00 1.593309712475267315e+00 1.600000000000000000e+01 8.708736246330153197e-01 2.726611897705587539e-01 6.323534938398780447e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.188180335488240700e+06 2.100971131794550306e+00 5.776057902122031962e+00 3.656618472549165055e+00 1.600000000000000000e+01 9.822794430327546067e-01 2.466825919693050317e-01 6.327508556897819325e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.191060116844909266e+06 3.470061713716228180e+00 6.216316987111108361e+00 2.665817166676854644e+00 1.600000000000000000e+01 6.437235637094445018e-01 4.336160355299427671e-01 6.354322578220208406e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.262117689948329702e+06 8.798438252698465689e+00 2.883504771905738835e+02 1.677475301443176026e+00 1.600000000000000000e+01 9.902884630262293042e-01 4.147810561324238421e+00 6.348852870424645189e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.218306902877745032e+07 7.683436321423343429e+00 4.371164134439877813e+01 2.971965010531659512e+00 1.600000000000000000e+01 7.222122905700248952e-01 2.383384325544053439e+00 6.358629099879802737e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.356499876323892735e+06 2.454368106698762819e+00 8.149657707874020662e-01 2.016222744610959516e+00 1.600000000000000000e+01 2.676891687475462800e-01 1.367496898620150780e-01 6.358787870076678672e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.459225620431447867e+06 4.518517351316247321e+00 5.489706398901043372e+01 2.021770661762667842e+00 1.600000000000000000e+01 9.590108429451895677e-01 1.734920884952059872e+00 6.352158533826740339e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.913659638001981191e+06 2.004339390537317911e+00 9.672040876763350781e+00 2.931852256023158798e+00 1.600000000000000000e+01 9.110776074247721734e-01 3.243664895068650300e-01 6.346166718826657061e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.976739630922397971e+07 6.909894583408210167e+00 3.991203392143612749e+00 5.749740431536834784e+00 1.600000000000000000e+01 8.030614351633246217e-01 5.113117513046407936e-01 6.359224120234921784e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.137545071212910116e+06 6.729913998433406874e+00 8.148975431263052371e+01 2.509891399582123483e+00 1.600000000000000000e+01 8.488494595268541998e-01 2.705913371236734033e+00 6.343680957677736210e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
6.145633239651003852e+06 3.721561263708824452e+00 1.785487324729902525e+01 3.702644260005353516e+00 1.600000000000000000e+01 9.517392247802062277e-01 7.290706295072171272e-01 6.341217653172341429e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.464686349421794992e+06 3.650442217683809165e+00 2.578874952016278854e+01 1.907524115160883493e+00 1.600000000000000000e+01 9.826181687864939951e-01 1.112630316665637054e+00 6.334868337504452107e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.282717463110937038e+06 2.491349957419898509e+00 1.769932885676949041e+01 1.716217638489323294e+00 1.600000000000000000e+01 8.982092848256383322e-01 6.845585980526667225e-01 6.337437847288025949e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.335282215803788975e+06 5.757119888679496533e+00 2.912526642231484288e+02 2.330988605566827854e+00 1.600000000000000000e+01 7.610322976106436155e-01 2.787852184581440795e+00 6.345762414266118867e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
